web-scraper-order,web-scraper-start-url,halaman_pencarian,judul,excerpt,author,link_pencarian,link_pencarian-href
"1700584866-256","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=74&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Pemanfaatan Metode Multiclass Support Vector Machine dalam Klasifikasi Penyakit Daun Kacang Tanah","… bahan makanan untuk manusia ataupun hewan ternak dan bahkan digunakan … kecerdasan 

buatan. Teknik pengolahan citra yang bisa digunakan untuk mengidentifikasi penyakit daun …","BRR Fakhrunnia, J Sesoca - SMARTICS Journal, 2023 - ejournal.unikama.ac.id","[PDF] unikama.ac.id","https://ejournal.unikama.ac.id/index.php/jst/article/download/9077/4117"
"1700584866-257","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=74&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Menangkal Ramalan Thanos dengan Inovasi","… hewan-hewan liar saat mereka menginvasi area hewan … Metode ini juga mengurangi risiko 

penyakit dari hewan (… mesin yang didukung kecerdasan buatan banyak menggantikan fungsi …","S Emantoko - 2023 - repository.ubaya.ac.id","[PDF] ubaya.ac.id","http://repository.ubaya.ac.id/44805/1/Sulistiyo%20Emantoko_Menangkal%20Ramalan%20Thanos%20dengan%20Inovasi.pdf"
"1700584866-258","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=74&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","DETEKSI KANKER KULIT MELANOMA MENGGUNAKAN MOBILENETV2 CONVOLUTIONAL NEURAL NETWORK BERBASIS ANDROID","… sebuah aplikasi yang mampu mendeteksi penyakit yang menyerang daun padi. Penelitian 

ini … Dengan demikian, Deep Learning sangat penting untuk kecerdasan buatan karena dapat …","MFF ROZI - 2023 - repository.unissula.ac.id","[PDF] unissula.ac.id","http://repository.unissula.ac.id/32033/1/Teknik%20Informatika_32601900021_fullpdf.pdf"
"1700584866-259","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=74&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Perkembangan Tren teknologi Deteksi Kemurnian: Susu Sebuah Ulasan","… ) oleh manusia dan hewan yang didalamnya terkandung zat … dipertimbangkan, sistem 

Kecerdasan Buatan di sini disajikan … system deteksi misal positif terdeteksi pemalsuan atau sakit. …","S Bukhori, YA Auliya, M Zarkasi, T Dharmawan - 2023 - books.google.com","Perkembangan Tren teknologi Deteksi Kemurnian: Susu Sebuah Ulasan","https://books.google.com/books?hl=en&lr=&id=dmivEAAAQBAJ&oi=fnd&pg=PA23&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=dNUW2xV7vZ&sig=puvFfsgDc5zf5Pn06Eg9ZsAzaZQ"
"1700584866-260","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=74&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Sistem Pakar Akurasi dalam Mengidentifikasi Penyakit Gingivitis pada Gigi Manusia dengan Metode Naive Bayes","… Sistem Pakar (SP) merupakan salah satu bagian dari kecerdasan buatan [9]. Suatu 

sistem disebut cerdas jika dapat memecahkan masalah secara mandiri dan efisien. …","R Yuliza - Jurnal Sistim Informasi dan Teknologi, 2023 - jsisfotek.org","[PDF] jsisfotek.org","https://jsisfotek.org/index.php/JSisfotek/article/download/157/118"
"1700584866-261","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=74&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Permodelan UML Untuk Peracangan Sistem Pakar Diagnosa Penyakit Pada Jaringan Gigi Menggunakan Teorema Bayes","… Sistem pakar ialah salah satu asal sekian banyak bidang atau area konflik Kecerdasan 

Buatan (AI) dan adalah program personal computer cerdas yang menggunakan pengetahuan …","F Okmayura, IS Nanda, BA Ananda, N Azani… - JURNAL …, 2023 - ejurnal.umri.ac.id","[PDF] umri.ac.id","https://ejurnal.umri.ac.id/index.php/JIK/article/download/4893/2227"
"1700584866-262","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=74&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Viroterapi: Virus untuk menemukan dan menghancurkan sel kanker tanpa merusak sel sehat","… dilakukan pada model hewan untuk menyelidiki kemanjuran … untuk tidak hanya 

menyembuhkan penyakit, tetapi juga … mental seperti memori dan kecerdasan. Klaim etis tentang …","F Sabry - 2023 - books.google.com","Viroterapi: Virus untuk menemukan dan menghancurkan sel kanker tanpa merusak sel sehat","https://books.google.com/books?hl=en&lr=&id=eRS4EAAAQBAJ&oi=fnd&pg=PT375&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=dqS9elvM6j&sig=ZCzi0KTL7pefM3bOugtGM_TEd9w"
"1700584866-263","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=74&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","ARTIFICIAL INTELLIGENCE TOOLS POPULER: Penerapan & Implementasi Al Pada Dunia Kerja dan Industri","… Buku ini mengeksplorasi berbagai jenis kecerdasan buatan dari yang … kecerdasan buatan 

dalam ranah kerja dan industri. … domain, termasuk perilaku manusia, hewan, dan tumbuhan. …","GS Mahendra, SR Yahya, JA Widians, S Sepriano… - 2023 - books.google.com","ARTIFICIAL INTELLIGENCE TOOLS POPULER: Penerapan & Implementasi Al Pada Dunia Kerja dan Industri","https://books.google.com/books?hl=en&lr=&id=hHLXEAAAQBAJ&oi=fnd&pg=PA31&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=TLWoC2UsjO&sig=SjT9dL879AlnTVmFaJ5KlAiyrY8"
"1700584866-264","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=74&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","… INTELLIGENCE DAN BIOMARKER TNF-ALFA, VEGF-D, DAN HB-EGF UNTUK DETEKSI DINI PENYAKIT JANTUNG KONGENITAL TERDIAGNOSIS …","… Pada model hewan dari penyakit jantung kongenital, … mesin yang menyerupai kepintaran 

hewan atau manusia. … Dengan demikian, kecerdasan buatan melalui machine learning …","IDANB TNF-ALFA - repository.unsri.ac.id","[PDF] unsri.ac.id","https://repository.unsri.ac.id/103643/1/MONOGRAP_PENGEMBANGAN%20ARTIFICIAL.pdf"
"1700584869-265","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=64&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENGGUNAAN TEKNOLOGI MACHINE LEARNING UNTUK KLASIFIKASI PENYAKIT KULIT PADA KEGIATAN STUDI INDEPENDEN BERSERTIFIKAT DICODING","… menginvasi kulit manusia atau hewan. Prevalensi skabies yang … mendeteksi penyakit kulit 

yang dideritanya. Machine learning merupakan salah satu cabang ilmu Kecerdasan Buatan (…","D Bramantya, AAINE Karyawati… - Jurnal Pengabdian …, 2023 - ejournal1.unud.ac.id","[PDF] unud.ac.id","https://ejournal1.unud.ac.id/index.php/jupita/article/download/345/314"
"1700584869-266","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=64&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Pengembangan Alat Pengusir Hama Tikus di Lahan Persawahan Menggunakan Sensor PIR dan Penguatan Ultrasonik untuk Petani","… dan hewan pengganggu yang menjijikan di perumahan. Hewan ini juga membawa, 

menyebarkan dan menularkan berbagai penyakit kepada manusia, ternak dan hewan peliharaan. …","A Nurfauzan - Information Technology Education Journal, 2023 - journal.unm.ac.id","[PDF] unm.ac.id","https://journal.unm.ac.id/index.php/INTEC/article/download/476/367"
"1700584869-267","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=64&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Pragnosis Penyakit Ayam Dengan Metode Forward dan Backward Chaining (FBC) Pilar Android","… Ayam merupakan hewan yang dipelihara oleh masyarakat untuk keperluan usaha atau … 

penyakit kucing terhadap kulit juga awal untuk mengaplikasikan kecerdasan buatan dalam …","S Hady, Y Rumakat - Jurnal Fokus Elektroda: Energi Listrik …, 2023 - elektroda.uho.ac.id","[PDF] uho.ac.id","https://elektroda.uho.ac.id/index.php/journal/article/download/71/30"
"1700584869-268","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=64&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Deteksi penyakit daun tomat menggunakan gabor filter dan algoritma support vector machine","… Karena dimuka bumi ini tidak hanya mausia yang hidup melainkan ada hewan dan … Machine 

Learning Clasifier: Bagian dari bidang kecerdasan buatan (AI) dan ilmu komputer, berfokus …","M Habibullah - 2023 - etheses.uin-malang.ac.id","[PDF] uin-malang.ac.id","http://etheses.uin-malang.ac.id/51107/1/18610032.pdf"
"1700584869-269","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=64&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENERAPAN SISTEM PAKAR BERBASIS FRAME UNTUK IDENTIFIKASI JENIS PADA RAS KUCING","… Sistem pakar adalah cabang keahlian di bidang kecerdasan buatan (artificial intelligence) … 

Pada penelitian ini akan dikumpulkan data-data dari seorang pakar yaitu dokter hewan …","IP Sari, L Trisnawati, N Silviana - Rabit: Jurnal Teknologi dan …, 2023 - jurnal.univrab.ac.id","[PDF] univrab.ac.id","http://jurnal.univrab.ac.id/index.php/rabit/article/download/2703/1364"
"1700584869-270","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=64&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Implementasi Neural Network untuk klasifikasi fungsi barang milik Daerah Pemerintah Kota Madiun Berbasis Web","… Dewasa kini sistem kecerdasan buatan telah membantu … , sistem informasi dan kecerdasan 

buatan untuk membantu dalam … sistem informasi, kecerdasan buatan dan pengelolaan aset …","MG Akbar - 2023 - etheses.uin-malang.ac.id","[PDF] uin-malang.ac.id","http://etheses.uin-malang.ac.id/53162/7/19650078.pdf"
"1700584869-271","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=64&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","IMPLEMENTASI BIG DATA DAN KECERDASAN ARTIFISIAL UNTUK STATISTIK OFISIAL","… gejala, seperti radang paru-paru, demam, kesulitan bernapas, dan infeksi paru-paru [1]. Virus 

ini diduga berasal dari hewan yang … Kecerdasan buatan bekerja menggunakan algoritma …","I Machdi, AR MNSPM, AW Wijayanto, AP Putra… - ARTIFICIAL - researchgate.net","[PDF] researchgate.net","https://www.researchgate.net/profile/Suryadiputra-Liawatimena/publication/371167164_Use_Cases_Artificial_Intelligence_Indonesia/links/64771bdea25e543829e23719/Use-Cases-Artificial-Intelligence-Indonesia.pdf#page=64"
"1700584869-272","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=64&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","METODE DAN PENERAPAN SISTEM PAKAR","… dalam sistem berbasis pengetahuan, kecerdasan buatan dan aplikasi terkait lainnya. … 

berbagai bidang yang telah memanfaatkan kecerdasan buatan untuk memecahkan masalah yang …","H Sirait, R Mayasari, N Heryana, JS Pasaribu… - 2023 - books.google.com","METODE DAN PENERAPAN SISTEM PAKAR","https://books.google.com/books?hl=en&lr=&id=XbDNEAAAQBAJ&oi=fnd&pg=PA121&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=Xfpvd8K7iv&sig=pZDCuqRT9HWglGoQEqvu_GIzopI"
"1700584869-273","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=64&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Cyborgs dan perempuan menurut pandangan Posthumanisme Donna J. Haraway","… Dan ini merubah pemahaman bahwa penyakit dan pandemi … mengeksplorasi terhadap 

lingkungan, hewan dan manusia. Ini … posthumanisme setuju dengan kecerdasan buatan, mesin …","BD Putra, R Hambali - Jurnal Penelitian Ilmu Ushuluddin, 2023 - etheses.uinsgd.ac.id","[PDF] uinsgd.ac.id","https://etheses.uinsgd.ac.id/65221/3/document%20%283%29.pdf"
"1700584869-274","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=64&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Enzibiotik: Memberi energi antibiotik sebagai senjata yang efektif dalam memerangi infeksi","… bahwa hewan akan terkena penyakit. Hal ini menyebabkan transfer strain bakteri 

resisten ke dalam makanan yang dikonsumsi orang, yang dapat menyebabkan penularan …","F Sabry - 2023 - books.google.com","Enzibiotik: Memberi energi antibiotik sebagai senjata yang efektif dalam memerangi infeksi","https://books.google.com/books?hl=en&lr=&id=9QqvEAAAQBAJ&oi=fnd&pg=PT353&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=ebhrSBpEnd&sig=8t7v_dPSu5MURjo0qXc4EDCFfCA"
"1700584872-275","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=134&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Transformasi Digital","… inovasi produk dan layanan Transformasi digital dapat membantu bisnis mengembangkan 

produk dan layanan baru dengan memanfaatkan teknologi baru seperti kecerdasan buatan (…","MA Chatra P, AW Pasaribu, NJA Novel, AR Thaha… - 2023 - dspace.uc.ac.id","[PDF] uc.ac.id","https://dspace.uc.ac.id/bitstream/handle/123456789/6885/Plagiarism6885.pdf?sequence=5"
"1700584872-276","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=134&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Pedoman Bangunan Cerdas Nusantara","… bangunan dengan kecerdasan dan koneksi, mulai dari kecerdasan buatan dan machine … 

Perlindungan Bahaya Hewan adalah teknologi yang mampu mendeteksi kehadiran hewan …","OIK Nusantara - ikn.go.id","[PDF] ikn.go.id","https://www.ikn.go.id/storage/pedoman-bangunan-cerdas-nusantara.pdf"
"1700584872-277","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=134&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","TINJAUAN NARATIF MENGENAI TRANSFORMASI BISNIS MELALUI KOMPUTASI AWAN","… Tren masa depan seperti komputasi awan hibrida dan kecerdasan buatan dalam 

komputasi awan menunjukkan potensi inovasi yang lebih lanjut. Dengan pemahaman yang …","FY Sena - Jurnal Ilmu Data, 2023 - ilmudata.org","[PDF] ilmudata.org","http://ilmudata.org/index.php/ilmudata/article/download/314/300"
"1700584872-278","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=134&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Strategi Demonstrasi Guru Dalam Mengembangkan Kecerdasan Naturalis Anak Usia Dini di TA Al-Manaar Ngabar Siman Ponorogo","… kecerdasan naturalis, seperti berkebun, merawat hewan, … 4) Menyayangi hewan, dengan 

cara mempelihara hewan … makan hewan dan membuat tempat tinggal hewan tersebut. …","CA Fharadena - 2023 - etheses.iainponorogo.ac.id","[PDF] iainponorogo.ac.id","http://etheses.iainponorogo.ac.id/24729/1/STRATEGI%20DEMONSTRASI%20GURU%20DALAM%20MENGEMBANGKAN%20KECERDASAN%20NATURALIS%20ANAK%20USIA%20DINI%20DI%20TA%20AL-MANAAR%20AL-ISLAMIYAH%20NGABAR%20SIMAN%20PONOROGO-chyeneza%20205190044.pdf"
"1700584872-279","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=134&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","MACHINE LEARNING dengan R Teori & Praktikum","Machine Learning (ML) merupakan cabang ilmu di era Data Science dan Big Data yang 

akhir-akhir ini populer. Dengan segala manfaat yang diberikan oleh ML, banyak aspek dalam …","JA Nursiyono - 2023 - books.google.com","MACHINE LEARNING dengan R Teori & Praktikum","https://books.google.com/books?hl=en&lr=&id=4T-xEAAAQBAJ&oi=fnd&pg=PA79&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=khzUEIvktu&sig=1iH_ItO0fnfr6Ye5Kwgnkl-IB5Y"
"1700584872-280","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=134&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","… PUBLIKASI ETHESIS DENGAN TTD ASLI BUKAN SCAN, UPLOAD ULANG).. Strategi Demonstrasi Guru Dalam Mengembangkan Kecerdasan Naturalis Anak Usia …","… kecerdasan naturalis, seperti berkebun, merawat hewan, … 4) Menyayangi hewan, dengan 

cara mempelihara hewan … makan hewan dan membuat tempat tinggal hewan tersebut. …","C Fharadena - 2023 - etheses.iainponorogo.ac.id","[PDF] iainponorogo.ac.id","http://etheses.iainponorogo.ac.id/24479/1/STRATEGI%20DEMONSTRASI%20GURU%20DALAM%20MENGEMBANGKAN%20KECERDASAN%20NATURALIS%20ANAK%20USIA%20DINI%20205190044.pdf"
"1700584872-281","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=134&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","IDENTIFIKASI GANGGUAN KUALITAS DAYA MENGGUNAKAN S-TRANSFORM DAN RULE BASE EXPERT SYSTEM","… salah satu bidang aplikasi dari kecerdasan buatan yang paling banyak digunakan, hal ini … 

yang relative lebih murah dibandingkan metode kecerdasan buatan lainnya. Dalam buku ini …","A Wenda - repository.uin-suska.ac.id","[PDF] uin-suska.ac.id","http://repository.uin-suska.ac.id/69042/1/Buku_PQ_1_Lengkap.pdf"
"1700584872-282","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=134&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","RANCANG BANGUN SISTEM MONITORING KLIMATOLOGI MIKRO WILAYAH KONSERVASI MANGROVE PETENGORAN BERBASIS INTERNET OF THINGS","… wabah penyakit seperti demam berdarah, kulit penyakit, batuk … Kerusakan ini tidak hanya 

berdampak pada hewan tetapi … algoritma dari kecerdasan buatan sehingga dari yang semula …","AP Fajri - 2023 - digilib.unila.ac.id","[PDF] unila.ac.id","http://digilib.unila.ac.id/69373/2/tanpa%20pembahasan.pdf"
"1700584872-283","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=134&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Analisa Sentimen Informasi Hoaks Pasca Pandemi Covid-19 dengan Text Mining","… Padahal, tidak hanya pasien atau orang sakit dan keluarganya yang distigmatisasi, perawat 

… penggunaan teknik statistik, matematika, kecerdasan buatan, dan machine learning untuk …","AR Purnajaya, Y Pernando - Journal of Computer System …, 2023 - ejurnal.seminar-id.com","[PDF] seminar-id.com","http://ejurnal.seminar-id.com/index.php/josyc/article/download/3358/1976"
"1700584872-284","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=134&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","BUKU AJAR PENGANTAR KESEHATAN MASYARAKAT (DALAM PROMOSI KESEHATAN) JILID 2","… banyak penyakit infeksi tersebut juga disertai dengan penyakit … kaya zat besi terutama 

makanan asal hewan (daging). AGB … dengan fungsi mental dan kecerdasan, sehingga ekspresi …","NF Hayati, NA Nadira - 2023 - books.google.com","BUKU AJAR PENGANTAR KESEHATAN MASYARAKAT (DALAM PROMOSI KESEHATAN) JILID 2","https://books.google.com/books?hl=en&lr=&id=lSjeEAAAQBAJ&oi=fnd&pg=PA1&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=nubP62XDLJ&sig=PLi3KlsfaOgYbJMTuPq2qLWlJ3w"
"1700584875-285","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=124&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Voice Cloning: Membuat Sendiri Suara Artifisial Menggunakan Metode Sequence to Sequence Speech Synthesis","… apakah hewan yang ada digambar merupakan seekor anjing … yang membuat kucing dan 

anjing terlihat berbeda tanpa kita … menciptakan kecerdasan buatan yang lebih manusiawi. …","D Majesty, RM Awangga, MN Fauzan - 2023 - books.google.com","Voice Cloning: Membuat Sendiri Suara Artifisial Menggunakan Metode Sequence to Sequence Speech Synthesis","https://books.google.com/books?hl=en&lr=&id=RiKlEAAAQBAJ&oi=fnd&pg=PR13&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=VBV77oGbmh&sig=9JGIuSV5J4SAzPqrM0bTd-V8NTI"
"1700584875-286","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=124&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Ahmad Jurnaidi Wahidin Gusti Eka Yuliastuti Elisawati Rima Rizqi Wijayanti Abdurrasyid","… Pembelajaran mesih tercipta dari pengembangan kecerdasan buatan. Bahkan pada awal 

kecerdasan buatan lahir sebagai ilmu baru dalam bidang akademis, banyak peneliti yang …","AA Permana, S Wahyuddin, LW Santoso… - repository.bsi.ac.id","[PDF] bsi.ac.id","https://repository.bsi.ac.id/repo/files/364253/download/Buku---Machine-Learning.pdf"
